214.0 0 1.0
216.0 0 1.0
211.0 0 1.0
211.0 0 1.0
211.0 0 1.0
220.0 0 1.0
219.0 0 1.0
214.0 0 1.0
210.0 0 1.0
215.0 0 1.0
220.0 0 1.0
219.0 1 1.0
220.0 2 1.0
222.0 3 1.0
217.0 4 1.0
219.0 5 1.0
219.0 6 1.0
231.0 7 1.0

220.0 6 1.0
221.0 4 1.0
224.0 0 1.0
215.0 0 1.0
210.0 0 1.0
223.0 0 1.0
215.0 0 1.0
222.0 0 1.0
211.0 0 1.0
213.0 0 1.0
219.0 0 219.0
217.0 1 219.0
217.0 2 219.0
215.0 3 219.0
217.0 4 219.0
224.0 5 219.0
215.0 6 219.0
220.0 7 219.0

215.0 4 219.0
212.0 2 219.0
211.0 1 219.0
224.0 6 219.0
210.0 3 219.0
217.0 0 1.0
223.0 0 1.0
222.0 0 1.0
216.0 0 1.0
211.0 0 1.0
218.0 0 217.0
217.0 1 217.0
206.0 1 217.0
212.0 2 217.0
220.0 2 217.0
219.0 3 217.0
215.0 3 217.0
221.0 4 217.0
220.0 4 217.0
219.0 5 217.0
215.0 6 217.0
223.0 6 217.0
219.0 7 217.0

