   1   42   30293
   2   66   30414
   3   98   30420
   4   10   30438
   5   30   30445
   6   18   30448
   7   72   30527
   8   16   30534
   9   34   30536
  10   75   30670
  11   26   30688
  12   53   30701
  13   40   30710
  14   49   30806
  15   69   30811
  16   84   30820
  17   45   30843
  18   78   30867
  19   94   30891
  20   64   30895
  21   47   30928
  22   56   30979
  23   97   31004
  24   46   31029
  25    1   31065
  26   99   31067
  27   33   31073
  28   86   31078
  29   67   31090
  30   32   31168
  31    2   31280
  32   63   31337
  33   61   31382
  34   93   32007
  35   74   32110
  36   27   34063
  37   36   34192
  38   71   35309
  39   79   35503
  40    9   35831
  41   22   35883
  42   73   36479
  43   58   36634
  44   15   37155
  45   70   37665
  46   96   37966
  47   38   38054
  48   92   38685
  49   85   39061
  50   91   39341
  51   60   40454
  52   83   40984
  53    4   41660
  54   59   42176
  55   68   42509
  56   12   42581
  57   35   42600
  58   41   42766
  59   20   44050
  60   51   44693
  61   39   44907
