   1   41   23797
   2   83   23870
   3    7   24047
   4   98   24049
   5   85   24090
   6   33   24184
   7   27   24184
   8    4   24215
   9   31   24216
  10   43   24471
  11   97   25302
  12   69   25994
  13   81   26250
  14   92   28004
  15   95   28106
  16   29   28229
  17   22   28994
  18   52   29809
  19   73   29862
  20   44   30249
  21   62   30994
  22   67   34154
  23   24   34831
  24   34   36121
  25   38   37879
  26   90   38165
  27   64   38605
  28    0   38649
  29   17   39053
  30   21   39882
  31    5   40084
  32   68   40288
  33   96   40862
  34   32   40943
  35   15   42279
  36   78   44214
