   1   32   31545
   2   96   31563
   3   26   31570
   4   11   31622
   5   79   31642
   6    3   31644
   7    7   31652
   8   14   31681
   9   13   31802
  10   73   31886
  11   23   31902
  12   65   31912
  13   60   31953
  14   64   32031
  15   68   32069
  16   55   32676
  17    9   33808
  18   85   36345
  19   39   37229
  20   57   38160
  21   71   38617
  22   54   38685
  23   51   38765
  24   34   40004
  25   75   40506
  26    6   41608
  27   93   43350
  28   52   43488
  29   33   43537
  30   46   43776
  31   37   44157
