   1   65   24779
   2   68   24830
   3   22   24849
   4   51   24907
   5   88   24924
   6   87   24926
   7   58   25036
   8   67   25085
   9   48   25101
  10   63   25120
  11    4   25325
  12   53   25325
  13   23   27298
  14   40   27390
  15   83   28152
  16   11   28512
  17    1   28556
  18   62   28988
  19   74   29283
  20   35   29723
  21    7   30262
  22   70   30595
  23   64   30677
  24   45   31177
  25   57   31341
  26   96   32676
  27   16   34684
  28   93   35515
  29   79   37488
  30    6   38743
  31   47   38794
  32   32   39493
  33   17   40500
  34   50   41191
  35   71   42049
  36   18   42715
  37   55   43218
  38    0   43518
  39   13   44160
