   1   65   30957
   2   99   30979
   3   48   30979
   4   39   31160
   5   69   31184
   6   11   31216
   7   58   31220
   8   19   31313
   9   10   31330
  10    9   31413
  11   37   31420
  12    3   31452
  13   81   31545
  14   77   31545
  15   92   31570
  16   91   31570
  17   79   31577
  18    7   32002
  19   25   32992
  20   56   34689
  21   38   36859
  22   84   37418
  23   32   37795
  24   88   39114
  25   72   39158
  26   44   39253
  27   41   39288
  28   98   39519
  29    5   39749
  30    4   40451
  31   34   41010
  32   24   41029
  33   87   41040
  34   78   41075
  35   17   41723
  36   53   42662
  37   55   42811
  38   86   42854
  39   60   43395
  40   93   43587
