   1   67   23736
   2   24   23779
   3   19   23852
   4   49   23918
   5   16   23963
   6   23   24124
   7   99   24132
   8   83   24165
   9   86   24173
  10   12   24184
  11   75   24184
  12   33   24185
  13   37   24196
  14   50   24203
  15   96   24207
  16   59   24222
  17   17   24315
  18   76   24324
  19   94   24422
  20   32   24467
  21    8   24493
  22   60   24529
  23   39   24547
  24   43   24553
  25   93   24669
  26   81   24712
  27   64   24912
  28   21   25212
  29   13   25957
  30    3   26092
  31   69   27033
  32   47   27325
  33   28   27518
  34   35   27599
  35   65   27711
  36   80   27922
  37   74   28041
  38   36   28708
  39   11   29000
  40   15   29054
  41   38   29064
  42   62   29439
  43   61   29839
  44   88   29912
  45   58   30018
  46   97   30208
  47   54   30341
  48   29   30541
  49   57   30904
  50   90   31163
  51   63   32059
  52   68   32564
  53   77   33058
  54    1   33526
  55   51   33959
  56   40   34748
  57    6   35754
  58   92   36059
  59   98   37200
  60   71   37349
  61   85   38138
  62    0   38189
  63   31   38711
  64   30   38755
  65   87   39691
  66    4   40845
  67    7   41081
  68   78   41702
  69   27   43988
