   1   36   23903
   2   40   23936
   3   92   23962
   4   16   23974
   5   26   23993
   6   95   23999
   7    7   24033
   8    4   24087
   9   71   24088
  10   90   24134
  11   49   24152
  12   44   24193
  13   10   24194
  14   53   24194
  15   79   24194
  16   21   24194
  17    9   24213
  18   55   24213
  19   78   24219
  20   80   24221
  21   75   24293
  22   38   24310
  23   51   24334
  24   54   24341
  25   76   24356
  26   46   24409
  27   13   24422
  28   27   24441
  29   98   25217
  30   29   27211
  31   48   28431
  32   30   29467
  33   12   29670
  34   23   29807
  35   52   29872
  36   43   30366
  37    3   30414
  38   89   30623
  39   97   30746
  40   58   30804
  41    2   30807
  42    0   31190
  43   99   32119
  44    8   33446
  45   77   33880
  46   39   33992
  47   22   34965
  48   57   35721
  49   61   37293
  50   14   38103
  51   17   38384
  52   37   40459
  53   69   42555
