   1    3   30313
   2    0   30320
   3   64   30395
   4   47   30404
   5   96   30404
   6    5   30428
   7   51   30428
   8   25   30428
   9   48   30428
  10   52   30428
  11   27   30447
  12   75   30462
  13   32   30475
  14    4   30510
  15   87   30535
  16   92   30538
  17    8   30569
  18   34   30628
  19   35   30642
  20   66   30648
  21   15   30705
  22   24   30744
  23   28   30776
  24   74   30833
  25   82   30876
  26    7   30965
  27   49   30967
  28   84   30968
  29   46   30969
  30   10   30994
  31   37   30994
  32   21   31055
  33   42   31228
  34   83   31264
  35   40   31265
  36   98   31352
  37   85   33252
  38   16   33339
  39    1   34955
  40   17   36072
  41   41   36653
  42   94   37180
  43   70   37725
  44   54   38148
  45   77   38772
  46   62   39247
  47   95   39692
  48   29   40900
  49   59   42103
  50   91   42312
  51   12   42575
  52   11   42600
  53   71   42708
  54   68   42878
  55   50   43041
  56   56   43943
  57   93   43952
  58   73   44010
  59   72   44505
  60   67   44716
  61   36   44832
