   1   21   24779
   2   87   24779
   3   78   24895
   4   68   24901
   5   81   24911
   6   27   24981
   7    6   24983
   8   28   24994
   9   98   25029
  10   93   25325
  11   91   25345
  12   48   27790
  13   10   28152
  14   80   29672
  15   63   30628
  16   56   30676
  17   12   30807
  18   99   31040
  19   33   31823
  20   47   33163
  21   92   33449
  22   23   33605
  23   42   35075
  24   13   35647
  25   24   36097
  26   83   36304
  27   74   38911
  28   11   38927
  29    4   41110
  30   75   43712
