   1    1   24760
   2   19   24800
   3   13   24842
   4   66   24847
   5   48   24916
   6   38   25001
   7    9   25007
   8   39   25036
   9   17   25056
  10    0   25108
  11   23   25215
  12    3   25315
  13   31   25315
  14   26   27577
  15   11   28214
  16   78   28493
  17   80   29367
  18   93   29452
  19   94   30669
  20   52   30789
  21   82   32450
  22   61   32651
  23   15   33560
  24   30   34747
  25   87   36059
  26    4   36729
  27   25   39829
  28   22   41561
  29   98   43753
  30   14   43859
  31   59   44847
