   1   58   31570
   2   96   31578
   3   63   31597
   4    7   31622
   5   51   31629
   6   39   31673
   7   34   31686
   8   55   31703
   9    1   31721
  10   89   31786
  11   95   31808
  12   69   31814
  13   87   31843
  14   29   31849
  15   81   31882
  16   19   31922
  17   44   32006
  18    2   32071
  19   59   32344
  20    6   33377
  21   84   33839
  22   91   34701
  23   62   36758
  24   37   38790
  25   15   39623
  26   48   42240
  27   76   43097
  28   88   43137
  29   54   44445
