   1   70   23819
   2   90   23852
   3   81   23939
   4   72   23958
   5   22   23998
   6   74   24018
   7   64   24084
   8   43   24132
   9   89   24145
  10   68   24194
  11   60   24194
  12   58   24194
  13   94   24198
  14   62   24213
  15   86   24249
  16   28   24759
  17   55   24827
  18   46   25324
  19   98   26456
  20    4   27803
  21   97   28570
  22   32   29104
  23   88   31305
  24   10   32056
  25   26   33621
  26   87   33696
  27   71   34199
  28   20   34265
  29   49   37552
  30   79   39588
  31    1   40504
  32   96   43351
  33   16   43377
  34    5   43929
  35   99   43978
  36   54   44430
  37   66   44796
  38    2   44852
