   1   87   24203
   2   36   24232
   3   71   24349
   4   55   24460
   5   65   24470
   6   82   24548
   7   35   24549
   8   40   24562
   9   14   24576
  10   89   24635
  11   93   24692
  12    8   24714
  13   67   24726
  14   96   24749
  15   53   24749
  16    3   24806
  17   99   25315
  18   34   25334
  19   39   27033
  20    0   27319
  21   32   27809
  22   18   28147
  23   38   28780
  24   90   29718
  25   56   30075
  26   70   30798
  27   27   30878
  28   58   31004
  29   44   31096
  30   15   31185
  31   86   31482
  32   37   32023
  33   25   32073
  34   66   32158
  35   63   32217
  36   43   32444
  37   51   33231
  38   50   33310
  39   21   33327
  40   42   34482
  41   83   35407
  42   62   35666
  43   11   36624
  44   80   38255
  45   30   40017
  46   69   43143
  47   24   43551
  48   23   44182
