   1   34   24222
   2   13   24320
   3   26   24416
   4   49   24478
   5    8   24561
   6   39   24602
   7   47   24634
   8   98   24659
   9   78   24689
  10   31   24759
  11   62   24779
  12   11   24779
  13   67   24937
  14   58   26477
  15   32   26719
  16   38   27295
  17   21   27418
  18   71   27560
  19   43   27692
  20   89   28174
  21   66   29306
  22   99   29741
  23   52   31192
  24   55   31684
  25   54   31794
  26   60   32110
  27    5   33073
  28   10   33466
  29   97   35706
  30   88   39160
  31   27   41470
  32   44   41548
  33    2   43806
  34   25   44551
  35   75   44769
  36   94   44946
