   1   90   24787
   2   58   24810
   3   94   24860
   4   40   25009
   5   81   25069
   6   86   25072
   7   78   27379
   8   56   28654
   9   71   29715
  10   51   30014
  11   20   30368
  12   70   30812
  13   28   31494
  14    8   33258
  15   18   34090
  16    4   34866
  17   33   35138
  18   12   35146
  19   55   35745
  20   76   39263
  21   79   39464
  22   73   41035
  23   14   41083
  24   60   41181
  25   98   42185
  26   37   42281
  27   21   42878
  28   96   43677
  29   47   44925
