   1   21   24213
   2   84   24242
   3   95   24242
   4   53   24252
   5   48   24294
   6   70   24360
   7   83   24396
   8   80   24402
   9   19   24425
  10   96   24445
  11   33   24456
  12   73   24511
  13   75   24554
  14   79   24560
  15   38   24814
  16   76   24842
  17    7   24854
  18    4   24949
  19   87   25226
  20    9   26020
  21   22   26450
  22   90   26456
  23   68   27110
  24   72   27403
  25   91   28288
  26   69   28293
  27   86   28414
  28   67   28848
  29   16   29731
  30   71   32195
  31   49   32453
  32   97   32619
  33   92   33003
  34    6   33077
  35   74   33992
  36   17   35765
  37   81   36079
  38   63   36422
  39   29   36634
  40   44   37795
  41   55   38283
  42   39   38787
  43   28   39461
  44    3   39648
  45    1   40027
  46   10   40059
  47   47   43135
  48   78   43618
  49   52   43915
