   1   22   30308
   2   62   30341
   3   96   30360
   4   82   30365
   5   49   30398
   6   73   30404
   7   69   30404
   8   67   30418
   9   64   30428
  10   90   30428
  11   35   30440
  12   58   30452
  13   32   30457
  14   50   30483
  15   86   30499
  16   15   30525
  17   70   30527
  18   24   30552
  19   42   30590
  20    1   30599
  21   26   30771
  22   74   30819
  23   29   30844
  24   77   30905
  25   65   30927
  26   21   30939
  27   97   30951
  28    3   30961
  29   95   30967
  30    0   30978
  31   45   30984
  32   51   30994
  33   47   30994
  34   66   31024
  35   27   31052
  36   39   31077
  37   57   31100
  38   28   31148
  39   30   31155
  40    5   31197
  41   38   31206
  42   68   31224
  43    8   31286
  44   10   31342
  45   12   31497
  46    7   31535
  47   55   31535
  48   85   31608
  49   76   31973
  50   53   32074
  51   91   32100
  52   83   32655
  53   80   33505
  54   72   33942
  55   78   33985
  56   92   34684
  57   87   34885
  58    9   35313
  59   25   37184
  60    6   37384
  61   37   37703
  62   46   38252
  63   52   39149
  64   71   39175
  65   89   39628
  66   81   40903
  67   98   41120
  68    2   43167
  69   54   43444
  70   11   43870
