   1   71   30944
   2   21   30979
   3   34   31004
   4   99   31012
   5   75   31012
   6   41   31021
   7   82   31039
   8   11   31047
   9   77   31063
  10   30   31194
  11    3   31230
  12   74   31304
  13   79   31489
  14   94   31491
  15   44   32702
  16   27   33241
  17   35   33803
  18   78   34553
  19   57   34965
  20   48   35503
  21   37   35819
  22   33   35894
  23   58   36016
  24   14   36084
  25    5   37324
  26   83   37638
  27   24   38520
  28   52   39051
  29   69   39314
  30    0   39375
  31   56   40337
  32    1   40443
  33   76   40625
  34   46   40750
  35   10   41895
  36   26   42854
  37   88   44871
