   1   87   24203
   2    7   24224
   3    1   24249
   4   19   24305
   5   64   24391
   6    8   24546
   7   51   24583
   8   21   24600
   9   55   24652
  10   12   24654
  11   37   24665
  12   52   24686
  13   71   24698
  14   50   24749
  15   26   24874
  16   84   25251
  17    4   26394
  18   79   26585
  19   20   27577
  20   82   27740
  21   45   27894
  22   57   28349
  23    3   28979
  24   13   29416
  25   91   29576
  26   32   29760
  27   54   30252
  28   62   31383
  29   18   31435
  30   34   31535
  31   97   31711
  32   24   32100
  33   27   32316
  34   67   32544
  35   41   35613
  36   81   35757
  37    0   36257
  38   10   36925
  39   11   37369
  40   60   37785
  41   38   38638
  42   99   39835
  43   69   41148
  44   88   41528
  45    2   41587
  46   77   42312
  47   58   42869
  48   86   43153
  49   95   44207
