   1   55   24213
   2   60   24213
   3   49   24289
   4   54   24370
   5   23   24373
   6   75   24380
   7   12   24395
   8   30   24410
   9   26   24429
  10   10   24465
  11   74   24468
  12   83   24537
  13   67   24549
  14   40   24550
  15   18   24562
  16   51   24666
  17   80   24684
  18   52   24691
  19   14   24738
  20    1   24759
  21   99   24874
  22   95   24894
  23   72   25026
  24   91   25106
  25   66   25426
  26   58   25542
  27   86   25810
  28   24   26206
  29    0   27141
  30   47   27919
  31   73   27946
  32   64   28078
  33   93   28211
  34   98   28272
  35   50   28463
  36   16   28999
  37    5   29083
  38    8   29849
  39   82   30164
  40   53   30344
  41   65   30972
  42   87   31348
  43   41   31769
  44    7   33834
  45   78   34352
  46   21   34771
  47   71   35460
  48   79   35983
  49   92   36089
  50   57   36968
  51   76   37229
  52   20   38221
  53   84   38870
  54   59   38896
  55   44   39367
  56   31   41322
  57   25   42758
  58    3   43764
  59    4   44198
  60   97   44214
  61   36   44980
