   1   38   30286
   2   74   30305
   3   64   30310
   4   66   30367
   5   83   30414
   6   99   30414
   7    6   30425
   8   29   30456
   9   18   30775
  10   21   30811
  11   14   30870
  12   17   30905
  13   45   30914
  14   22   31004
  15   85   31015
  16   77   31017
  17   33   31042
  18   97   31160
  19   60   31179
  20   57   31263
  21   28   31383
  22   92   31484
  23    4   31536
  24   23   32665
  25   62   32702
  26   96   34938
  27   76   36121
  28   58   36383
  29   68   36634
  30   75   37130
  31   42   37742
  32   27   38361
  33   37   38745
  34   56   39137
  35   13   39461
  36    5   39531
  37   88   41424
  38   73   41971
  39   10   42704
  40   81   43454
  41   78   43553
