   1   45   31565
   2   15   31581
   3    7   31612
   4   61   31634
   5   65   31635
   6   33   31670
   7   39   31711
   8   80   31751
   9   41   31766
  10   69   31775
  11   12   31780
  12    6   31816
  13   63   32025
  14   28   32028
  15   36   32100
  16   67   32100
  17   35   32387
  18   32   33638
  19   22   34955
  20    9   35082
  21   97   35480
  22   19   35948
  23   58   36124
  24   64   37273
  25   82   39101
  26   66   39713
  27   86   41082
  28   98   41148
  29   88   41935
  30   68   44484
