   1   36   30918
   2   69   30924
   3    5   30948
   4   35   30969
   5   25   30980
   6   72   30980
   7   83   30994
   8   42   30994
   9   18   31032
  10   75   31064
  11   52   31110
  12   94   31163
  13   49   31209
  14   38   31227
  15   28   31249
  16   90   31295
  17   14   31301
  18   46   31425
  19   84   31461
  20   63   31535
  21   41   31535
  22   95   31658
  23   44   31742
  24   34   33231
  25   16   33546
  26   74   34362
  27   98   36473
  28   81   36984
  29   19   37393
  30   92   37549
  31   31   40408
  32   40   40605
  33   67   40692
  34    0   41378
  35   78   41598
  36   93   41746
  37   12   42660
  38   66   42780
  39   47   43026
  40   86   44635
