   1   71   23753
   2   59   23773
   3   47   23848
   4   25   23855
   5   34   24004
   6   94   24030
   7   87   24065
   8   24   24136
   9   54   24149
  10   37   24161
  11    2   24194
  12   17   24213
  13   21   24240
  14   88   24388
  15   58   24406
  16   64   24427
  17    7   24462
  18   65   24485
  19   55   24534
  20   86   24581
  21    6   24601
  22   91   24635
  23    8   24705
  24   32   24715
  25   20   25062
  26   98   25325
  27   48   25346
  28   77   26552
  29   84   27504
  30   90   27587
  31   79   27813
  32   41   28116
  33   27   28155
  34   89   29480
  35   43   29609
  36   45   30780
  37   33   30969
  38   11   31360
  39   80   32110
  40   13   35503
  41   39   36977
  42   69   37058
  43   78   41288
  44   82   41318
  45   68   41887
  46    0   43838
  47   29   44020
  48   38   44020
  49   18   44236
  50   52   44487
