% 32
% NB: sorted from best to worst
% Score #components [components] mutationId parentScore
-258.0 3 0.0 41.0 -299.0  0 1.0
-296.0 3 0.0 3.0 -299.0  0 1.0
-298.0 3 0.0 1.0 -299.0  0 1.0
-298.0 3 0.0 1.0 -299.0  0 1.0
-298.0 3 0.0 1.0 -299.0  0 1.0
-298.0 3 0.0 1.0 -299.0  0 1.0
-298.0 3 0.0 1.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0
-299.0 3 0.0 0.0 -299.0  0 1.0

-256.0 3 0.0 43.0 -299.0  0 -258.0
-258.0 3 0.0 41.0 -299.0  0 -258.0
-258.0 3 0.0 41.0 -299.0  0 -258.0
-259.0 3 0.0 40.0 -299.0  0 -258.0
-261.0 3 0.0 38.0 -299.0  0 -258.0
-261.0 3 0.0 38.0 -299.0  0 -258.0
-261.0 3 0.0 38.0 -299.0  0 1.0
-261.0 3 0.0 38.0 -299.0  0 1.0
-294.0 3 0.0 5.0 -299.0  0 -258.0
-295.0 3 0.0 4.0 -299.0  0 -298.0
-295.0 3 0.0 4.0 -299.0  0 1.0
-295.0 3 0.0 4.0 -299.0  0 1.0
-296.0 3 0.0 3.0 -299.0  0 -298.0
-296.0 3 0.0 3.0 -299.0  0 -298.0
-296.0 3 0.0 3.0 -299.0  0 -296.0
-296.0 3 0.0 3.0 -299.0  0 -296.0
-296.0 3 0.0 3.0 -299.0  0 -298.0
-296.0 3 0.0 3.0 -299.0  0 -298.0
-296.0 3 0.0 3.0 -299.0  0 1.0
-296.0 3 0.0 3.0 -299.0  0 1.0
-297.0 3 0.0 2.0 -299.0  0 -298.0
-297.0 3 0.0 2.0 -299.0  0 -298.0
-297.0 3 0.0 2.0 -299.0  0 -298.0
-297.0 3 0.0 2.0 -299.0  0 -298.0
