1064.008664471679 0 1.0
1021.5907345309441 0 1.0
1113.9760808071103 0 1.0
1198.0668667478333 0 1.0
1037.533092021847 0 1.0
996.0969660279902 0 1.0
934.9974130750207 0 1.0
1017.66208222634 0 1.0
1036.397529107736 0 1.0
1162.0064701690524 0 1.0
986.6094903511256 0 1.0
961.269770897193 1 1.0
1064.4184894288007 2 1.0
990.0161790934602 3 1.0
1051.4184996270587 4 1.0
936.1010543531964 5 1.0
898.6771318664163 6 1.0
1127.7409751382877 7 1.0

1119.7584989645206 0 1.0
1069.7942188438756 0 1.0
970.9188204431167 0 1.0
1060.9779748296921 0 1.0
1152.070023359136 3 1.0
1036.4075383121883 0 1.0
1103.6163735390473 1 1.0
881.3139677070039 5 1.0
1014.1636554328621 0 1.0
957.0869568235379 6 1.0
1070.7134319093457 0 1036.397529107736
1083.3408489073151 1 1036.397529107736
1038.6664606333331 2 1036.397529107736
1010.0215096108734 3 1036.397529107736
989.6116846537517 4 1036.397529107736
1071.9244512405744 5 1036.397529107736
1011.6073062467582 6 1036.397529107736
927.8706069748966 7 1036.397529107736

1002.3111215740058 2 1036.397529107736
1018.2369175473532 0 1.0
933.3045386661281 0 1.0
1017.8706171731546 6 1036.397529107736
1076.6937137804873 3 1036.397529107736
974.1624132406555 4 1036.397529107736
1019.5352863244733 0 1.0
1012.2312969481528 6 1.0
1038.5462476393438 7 1036.397529107736
1086.8599357418125 5 1.0
1025.6270243756164 0 1038.6664606333331
1017.0619081772668 1 1038.6664606333331
1091.4773741301037 2 1038.6664606333331
1025.838043706845 3 1038.6664606333331
960.347131535148 3 1038.6664606333331
1091.7322081260425 4 1038.6664606333331
1037.6423640974808 4 1038.6664606333331
1096.1069854306986 5 1038.6664606333331
850.379705001457 6 1038.6664606333331
1028.0947819236223 6 1038.6664606333331
1079.2926456373534 7 1038.6664606333331
1011.4576458029879 7 1038.6664606333331

1063.2206257150688 0 1.0
1171.9244614388308 6 1036.397529107736
979.4542093081556 1 1038.6664606333331
955.9044328316712 6 1.0
1145.6927718683257 7 1038.6664606333331
1100.7146741015517 2 1036.397529107736
1014.4566834943115 4 1036.397529107736
1057.1079273428609 3 1038.6664606333331
1001.197481289636 0 1.0
880.8211615127271 6 1038.6664606333331
1052.4773741301042 0 1018.2369175473532
1038.3527623326063 0 1018.2369175473532
1040.0281027170079 1 1018.2369175473532
1035.4250621384206 1 1018.2369175473532
1127.562829553415 2 1018.2369175473532
1051.196529179217 3 1018.2369175473532
1135.35840332832 3 1018.2369175473532
973.889383191594 3 1018.2369175473532
1181.332382175114 4 1018.2369175473532
1046.1724224451068 4 1018.2369175473532
954.2716751180311 5 1018.2369175473532
992.4576458029882 6 1018.2369175473532
1072.702480792733 6 1018.2369175473532
1055.8392757007941 6 1018.2369175473532
973.0149470995109 7 1018.2369175473532
1114.1551887006608 7 1018.2369175473532

1038.8621402426968 1 1018.2369175473532
972.9210045474846 4 1036.397529107736
1062.8489948234576 0 1.0
1010.0565776598544 6 1018.2369175473532
898.0005492898074 1 1038.6664606333331
